ACCOUNT,ASSET,LOAN_ID,INITIALBALANCE,INTERESTRATE,LOANDATE,TERM,SCORE,STATE
3435463096,COP,14633,62357,0.28,4/03/23,14,509,ACT-CASHPICKUP
3105471244,COP,14319,18090,0.28,4/03/23,21,649,ACT-2B-PAID
3990744755,COP,13289,176552,0.28,4/03/23,21,382,ERR-CANCL
3208019012,COP,14350,110269,0.28,5/03/23,21,343,ERR-CANCL
3990662179,COP,13349,89231,0.28,5/03/23,8,463,ACT-CASHPICKUP
3608749523,COP,14896,35783,0.28,5/03/23,14,649,ACT-CASHPICKUP
3413713759,COP,14486,234336,0.28,5/03/23,21,626,ERR-CANCL
3040995039,COP,13517,189485,0.28,5/03/23,21,523,ACT-2B-PAID
3956807089,COP,14399,148550,0.28,5/03/23,14,712,ERR-CANCL
3303157714,COP,14265,199607,0.28,6/03/23,14,628,ERR-CANCL
3326234801,COP,14479,80975,0.28,6/03/23,14,701,ERR-CANCL
3700198730,COP,13796,175187,0.28,7/03/23,14,478,ACT-PAID
3017683679,COP,4918,272531,0.28,7/03/23,8,619,ACT-2B-PAID
3951617066,COP,14734,159713,0.28,8/03/23,14,328,ACT-2B-PAID
3102608585,COP,14626,152652,0.28,8/03/23,14,304,ACT-CASHPICKUP
3948481301,COP,13205,113940,0.28,8/03/23,21,614,ERR-CANCL
3173067816,COP,7329,389012,0.28,8/03/23,16,738,ACT-2B-PAID
3263464768,COP,13991,64786,0.28,8/03/23,14,678,ACT-2B-PAID
3195332891,COP,8859,389012,0.28,8/03/23,16,717,ACT-2B-PAID
3065949191,COP,13177,213086,0.28,9/03/23,21,672,ACT-CASHPICKUP
3417789076,COP,13376,21814,0.28,9/03/23,21,578,ACT-CASHPICKUP
3534428334,COP,14723,107678,0.28,10/03/23,14,561,ERR-CANCL
3340890920,COP,14964,55486,0.28,10/03/23,21,341,ACT-CASHPICKUP
3054918004,COP,13532,205189,0.28,10/03/23,14,374,ACT-CASHPICKUP
3146853497,COP,6381,333598,0.28,10/03/23,16,555,ACT-2B-PAID
3881046535,COP,14367,69506,0.28,10/03/23,14,843,ERR-CANCL
3156060627,COP,13157,196894,0.28,10/03/23,21,381,ERR-CANCL
3906570360,COP,13572,178043,0.28,10/03/23,21,306,ERR-CANCL
3787209607,COP,14740,4057,0.28,10/03/23,21,808,ACT-CASHPICKUP
3470794231,COP,13917,37776,0.28,10/03/23,21,425,ERR-CANCL
3619846168,COP,14034,47096,0.28,10/03/23,21,828,ERR-CANCL
3932558104,COP,13443,247978,0.28,10/03/23,21,417,ERR-CANCL
3289060237,COP,14675,179942,0.28,10/03/23,21,365,ERR-CANCL
3156256466,COP,13282,41839,0.28,10/03/23,14,549,ACT-PAID
3130729383,COP,13446,230270,0.28,10/03/23,14,718,ERR-CANCL
3737999609,COP,13768,70589,0.28,11/03/23,14,661,ACT-CASHPICKUP
3696533658,COP,14452,246433,0.28,11/03/23,14,504,ACT-2B-PAID
3014321128,COP,2324,389012,0.28,11/03/23,16,582,ACT-2B-PAID
3659158479,COP,14081,116982,0.28,11/03/23,21,605,ACT-CASHPICKUP
3784394654,COP,14546,164489,0.28,11/03/23,8,455,ERR-CANCL
3022956788,COP,13208,120205,0.28,11/03/23,21,567,ACT-CASHPICKUP
3752695802,COP,13068,43012,0.28,11/03/23,21,851,ACT-2B-PAID
3304815551,COP,14347,182782,0.28,11/03/23,21,316,ERR-CANCL
3811106660,COP,14648,207665,0.28,12/03/23,21,783,ACT-PAID
3607225092,COP,13666,250560,0.28,12/03/23,21,665,ACT-2B-PAID
3751950803,COP,14209,215135,0.28,12/03/23,21,503,ERR-CANCL
3648923361,COP,13892,38961,0.28,12/03/23,21,359,ACT-PAID
3013819238,COP,13420,74008,0.28,12/03/23,14,734,ERR-CANCL
3583521773,COP,13433,67977,0.28,12/03/23,8,409,ACT-CASHPICKUP
3925459394,COP,13699,206299,0.28,12/03/23,14,375,ACT-CASHPICKUP
3054172699,COP,13933,234335,0.28,12/03/23,21,309,ERR-CANCL
3038088122,COP,13697,226019,0.28,13/03/23,21,355,ACT-CASHPICKUP
3232379830,COP,13322,139586,0.28,13/03/23,8,795,ACT-PAID
3922502078,COP,13483,63603,0.28,13/03/23,21,651,ERR-CANCL
3881521009,COP,14007,199090,0.28,13/03/23,21,758,ACT-CASHPICKUP
3940446690,COP,13591,138534,0.28,13/03/23,21,660,ERR-CANCL
3220513511,COP,13267,104362,0.28,13/03/23,14,446,ACT-PAID
3538426613,COP,13378,257157,0.28,13/03/23,21,717,ACT-CASHPICKUP
3569178602,COP,14063,261860,0.28,13/03/23,21,626,ERR-CANCL
3731229895,COP,14699,152489,0.28,13/03/23,21,380,ACT-2B-PAID
3317069682,COP,14712,35621,0.28,13/03/23,14,600,ACT-CASHPICKUP
3268749426,COP,13748,7287,0.28,13/03/23,14,658,ACT-PAID
3579973995,COP,14020,147903,0.28,13/03/23,21,588,ACT-CASHPICKUP
3477643003,COP,14459,115124,0.28,14/03/23,14,454,ERR-CANCL
3158618649,COP,13981,92458,0.28,14/03/23,8,415,ERR-CANCL
3984754918,COP,14340,4775,0.28,14/03/23,14,370,ACT-CASHPICKUP
3095114493,COP,14120,91920,0.28,14/03/23,21,702,ERR-CANCL
3736575212,COP,13603,64525,0.28,14/03/23,14,505,ACT-PAID
3733829098,COP,13921,157938,0.28,14/03/23,21,594,ERR-CANCL
3345838119,COP,14203,154566,0.28,15/03/23,21,395,ACT-CASHPICKUP
3336430978,COP,14303,156283,0.28,15/03/23,14,342,ACT-CASHPICKUP
3475464073,COP,13975,75710,0.28,15/03/23,21,432,ERR-CANCL
3322860714,COP,14081,26170,0.28,15/03/23,14,627,ERR-CANCL
3748291768,COP,13711,153398,0.28,16/03/23,8,675,ACT-PAID
3489367733,COP,13166,50236,0.28,16/03/23,14,639,ACT-CASHPICKUP
3174147321,COP,13508,189732,0.28,16/03/23,14,822,ERR-CANCL
3486603539,COP,14920,162028,0.28,16/03/23,21,866,ACT-CASHPICKUP
3035975956,COP,13750,52069,0.28,16/03/23,21,732,ERR-CANCL
3043055439,COP,2594,278183,0.28,16/03/23,16,611,ACT-2B-PAID
3052761170,COP,1764,289488,0.28,16/03/23,8,677,ACT-2B-PAID
3187717516,COP,14778,43030,0.28,16/03/23,14,559,ACT-2B-PAID
3293120051,COP,14142,197041,0.28,17/03/23,21,427,ACT-CASHPICKUP
3941858565,COP,14124,157194,0.28,17/03/23,21,849,ACT-PAID
3542963354,COP,14727,177133,0.28,17/03/23,21,874,ERR-CANCL
3254718960,COP,14923,176134,0.28,17/03/23,21,510,ACT-CASHPICKUP
3072487615,COP,14061,230858,0.28,18/03/23,8,554,ACT-2B-PAID
3472476724,COP,13649,2315,0.28,18/03/23,8,815,ERR-CANCL
3641026858,COP,14408,75144,0.28,18/03/23,21,472,ACT-CASHPICKUP
3650120634,COP,13433,135069,0.28,18/03/23,21,676,ACT-CASHPICKUP
3242089575,COP,14618,120789,0.28,18/03/23,21,759,ACT-PAID
3783538737,COP,13293,104257,0.28,18/03/23,21,300,ACT-CASHPICKUP
3660175235,COP,14470,192509,0.28,19/03/23,14,541,ACT-CASHPICKUP
3890337420,COP,14601,221585,0.28,19/03/23,21,699,ERR-CANCL
3118541415,COP,8281,389012,0.28,19/03/23,16,598,ACT-2B-PAID
3714050777,COP,14088,2878,0.28,19/03/23,8,716,ERR-CANCL
3021347592,COP,13935,175784,0.28,19/03/23,14,367,ACT-CASHPICKUP
3919060649,COP,14970,93966,0.28,19/03/23,21,433,ACT-CASHPICKUP
3288415084,COP,14609,228576,0.28,19/03/23,21,564,ACT-CASHPICKUP
3492452949,COP,13079,139384,0.28,19/03/23,21,845,ERR-CANCL
3565684509,COP,13367,27206,0.28,19/03/23,14,445,ERR-CANCL
3140998249,COP,13388,252758,0.28,19/03/23,21,414,ERR-CANCL
3961028341,COP,14780,65356,0.28,20/03/23,21,323,ERR-CANCL
3425128561,COP,14874,10982,0.28,20/03/23,21,444,ERR-CANCL
3285387658,COP,14910,199198,0.28,20/03/23,21,445,ERR-CANCL
3851770776,COP,13059,90106,0.28,20/03/23,21,325,ACT-CASHPICKUP
3681868162,COP,13155,240700,0.28,21/03/23,21,868,ACT-CASHPICKUP
3723376951,COP,14459,138851,0.28,21/03/23,21,300,ACT-PAID
3416563532,COP,13446,239370,0.28,21/03/23,21,766,ACT-CASHPICKUP
3223746025,COP,14866,201521,0.28,21/03/23,14,742,ERR-CANCL
3854237391,COP,14122,5244,0.28,22/03/23,21,823,ACT-PAID
3450590749,COP,14875,194709,0.28,22/03/23,21,727,ACT-PAID
3490217615,COP,14852,41466,0.28,22/03/23,14,456,ERR-CANCL
3006485418,COP,13932,133971,0.28,22/03/23,21,724,ACT-CASHPICKUP
3522317286,COP,14391,180477,0.28,22/03/23,21,343,ACT-CASHPICKUP
3153061942,COP,13779,225119,0.28,22/03/23,8,385,ACT-CASHPICKUP
3016620716,COP,10079,383360,0.28,23/03/23,16,690,ACT-2B-PAID
3028093502,COP,14695,104995,0.28,23/03/23,14,415,ERR-CANCL
3333079351,COP,13876,31439,0.28,23/03/23,8,749,ERR-CANCL
3643788287,COP,13970,178296,0.28,23/03/23,14,356,ACT-PAID
3407800194,COP,14730,221203,0.28,23/03/23,14,657,ERR-CANCL
3321576673,COP,13961,202213,0.28,23/03/23,21,840,ACT-CASHPICKUP
3829282134,COP,13682,104120,0.28,23/03/23,14,785,ERR-CANCL
3226858741,COP,4880,389012,0.28,23/03/23,16,611,ACT-2B-PAID
3702960805,COP,13187,140798,0.28,24/03/23,14,852,ERR-CANCL
3600746433,COP,14321,58643,0.28,24/03/23,14,863,ACT-CASHPICKUP
3333779820,COP,13104,158230,0.28,24/03/23,14,643,ERR-CANCL
3296174488,COP,13687,88820,0.28,24/03/23,21,744,ERR-CANCL
3184936013,COP,13675,156036,0.28,24/03/23,21,844,ACT-PAID
3508946840,COP,13540,80018,0.28,24/03/23,21,643,ACT-PAID
3610682131,COP,14501,110331,0.28,25/03/23,8,733,ERR-CANCL
3782529380,COP,13519,258440,0.28,25/03/23,21,557,ERR-CANCL
3292392010,COP,14469,8319,0.28,25/03/23,8,739,ACT-CASHPICKUP
3017789816,COP,3376,272531,0.28,25/03/23,8,611,ACT-2B-PAID
3252325785,COP,13941,75147,0.28,25/03/23,21,404,ACT-PAID
3350686899,COP,13749,219920,0.28,25/03/23,21,409,ERR-CANCL
3558715632,COP,14732,227173,0.28,25/03/23,21,505,ACT-CASHPICKUP
3989704596,COP,14434,113481,0.28,25/03/23,21,577,ACT-PAID
3956873036,COP,14843,211526,0.28,25/03/23,14,301,ERR-CANCL
3060582779,COP,13021,127503,0.28,25/03/23,14,889,ACT-PAID
3345126564,COP,13717,32078,0.28,26/03/23,21,303,ERR-CANCL
3362215408,COP,13142,216703,0.28,26/03/23,21,743,ACT-CASHPICKUP
3894188041,COP,14620,220596,0.28,26/03/23,14,656,ACT-CASHPICKUP
3459659686,COP,14822,61865,0.28,26/03/23,14,826,ACT-PAID
3977993740,COP,13685,176321,0.28,26/03/23,21,620,ERR-CANCL
3677706608,COP,13222,39280,0.28,26/03/23,14,522,ERR-CANCL
3433991871,COP,13032,99856,0.28,26/03/23,21,895,ERR-CANCL
3012357385,COP,14555,1731,0.28,26/03/23,21,670,ERR-CANCL
3015624069,COP,3963,389012,0.28,27/03/23,16,717,ACT-PAID
3063242022,COP,13939,10985,0.28,27/03/23,21,865,ERR-CANCL
3124443127,COP,14506,187557,0.28,27/03/23,21,604,ACT-CASHPICKUP
3793642925,COP,14134,46271,0.28,27/03/23,21,571,ERR-CANCL
3736567271,COP,14552,117155,0.28,27/03/23,8,338,ACT-CASHPICKUP
3672958528,COP,14287,141123,0.28,27/03/23,21,871,ACT-2B-PAID
3194042076,COP,561,289488,0.28,28/03/23,8,582,ACT-2B-PAID
3219596558,COP,14821,178053,0.28,28/03/23,14,338,ACT-PAID
3017649679,COP,13528,250416,0.28,28/03/23,21,587,ACT-PAID
3005196679,COP,12843,389012,0.28,28/03/23,16,706,ERR-CANCL
3948624053,COP,13527,86866,0.28,28/03/23,21,810,ACT-CASHPICKUP
3481718556,COP,14154,207097,0.28,28/03/23,14,564,ACT-PAID
3441375829,COP,13189,6373,0.28,29/03/23,21,385,ERR-CANCL
3435038405,COP,14729,118928,0.28,29/03/23,8,500,ERR-CANCL
3574524548,COP,13921,100215,0.28,29/03/23,14,317,ACT-CASHPICKUP
3576856567,COP,13425,220096,0.28,29/03/23,14,521,ACT-CASHPICKUP
3385729929,COP,13334,79280,0.28,29/03/23,8,695,ERR-CANCL
3486314649,COP,13618,121534,0.28,29/03/23,8,679,ACT-PAID
3606154281,COP,13889,129413,0.28,29/03/23,14,356,ERR-CANCL
3187073774,COP,173,295141,0.28,29/03/23,16,845,ACT-PAID
3377851438,COP,13613,121920,0.28,29/03/23,21,802,ERR-CANCL
3237007266,COP,14384,126335,0.28,29/03/23,21,542,ERR-CANCL
3178932693,COP,13942,113102,0.28,29/03/23,21,684,ERR-CANCL
3505128585,COP,6335,389012,0.28,29/03/23,16,536,ACT-2B-PAID
3102320653,COP,770,289488,0.28,30/03/23,8,#N/A,ERR-CANCL
3163953259,COP,1913,295141,0.28,30/03/23,16,557,ACT-2B-PAID
3481256185,COP,14598,17949,0.28,30/03/23,21,633,ACT-2B-PAID
3239286562,COP,14801,234432,0.28,30/03/23,21,532,ERR-CANCL
3995826755,COP,13115,139334,0.28,31/03/23,21,523,ACT-CASHPICKUP
3172945737,COP,12985,389012,0.28,31/03/23,16,712,ERR-CANCL
3308776490,COP,13801,245224,0.28,31/03/23,14,864,ACT-CASHPICKUP
3227179769,COP,14544,85924,0.28,31/03/23,21,589,ACT-PAID
3484336192,COP,14301,140012,0.28,31/03/23,21,489,ERR-CANCL
3335094305,COP,14118,217010,0.28,31/03/23,21,365,ERR-CANCL
3239776920,COP,13589,170757,0.28,31/03/23,21,338,ACT-CASHPICKUP
3023579755,COP,13413,101981,0.28,31/03/23,14,578,ERR-CANCL
3386392515,COP,14973,228535,0.28,31/03/23,14,324,ACT-PAID
3167565702,COP,480,289488,0.28,31/03/23,8,771,ERR-CANCL
3216697664,COP,14481,92144,0.28,31/03/23,14,505,ACT-CASHPICKUP
3706603341,COP,13482,129253,0.28,31/03/23,8,713,ACT-CASHPICKUP
3421458317,COP,13296,259144,0.28,1/04/23,21,313,ACT-CASHPICKUP
3204657879,COP,6144,389012,0.28,1/04/23,16,581,ACT-2B-PAID
3186484259,COP,3537,389012,0.28,2/04/23,16,611,ACT-2B-PAID
3319878074,COP,13509,188953,0.28,2/04/23,21,592,ERR-CANCL
3573196031,COP,14499,219771,0.28,2/04/23,21,444,ACT-CASHPICKUP
3603430674,COP,13221,123778,0.28,2/04/23,21,444,ACT-PAID
3409707144,COP,14753,247560,0.28,3/04/23,21,746,ERR-CANCL
3894970611,COP,14794,230590,0.28,3/04/23,14,508,ACT-2B-PAID
3127693518,COP,13651,133436,0.28,4/04/23,21,368,ERR-CANCL
3012064618,COP,5081,272531,0.28,4/04/23,8,568,ACT-2B-PAID
3020984394,COP,13164,107761,0.28,4/04/23,14,435,ERR-CANCL
3008252121,COP,5384,389012,0.28,4/04/23,16,515,ACT-2B-PAID
3498342011,COP,13774,217765,0.28,5/04/23,21,726,ERR-CANCL
3860680990,COP,14740,120975,0.28,5/04/23,8,516,ACT-CASHPICKUP
3326512165,COP,14135,37833,0.28,5/04/23,21,696,ERR-CANCL
3479529075,COP,14774,244281,0.28,5/04/23,21,598,ACT-CASHPICKUP
3963982387,COP,14602,107212,0.28,5/04/23,21,319,ACT-CASHPICKUP
3079636505,COP,14675,13502,0.28,5/04/23,14,540,ERR-CANCL
3683233681,COP,14749,237511,0.28,6/04/23,21,568,ERR-CANCL
3361611749,COP,14798,187759,0.28,6/04/23,21,722,ACT-PAID
3866200835,COP,14768,179230,0.28,6/04/23,14,365,ACT-PAID
3564991012,COP,14033,169459,0.28,6/04/23,14,790,ACT-2B-PAID
3069503993,COP,13302,100600,0.28,6/04/23,21,333,ERR-CANCL
3362610752,COP,13635,202188,0.28,6/04/23,21,695,ACT-CASHPICKUP
3016835440,COP,7888,272531,0.28,6/04/23,8,582,ACT-2B-PAID
3459338917,COP,14839,239913,0.28,6/04/23,14,435,ERR-CANCL
3587507330,COP,14389,106656,0.28,6/04/23,14,692,ACT-2B-PAID
3213966603,COP,12666,389012,0.28,6/04/23,16,663,ACT-2B-PAID
3083153426,COP,14218,24487,0.28,7/04/23,21,713,ACT-CASHPICKUP
3442926949,COP,13761,250239,0.28,7/04/23,14,811,ERR-CANCL
3702175030,COP,14402,2007,0.28,7/04/23,21,770,ERR-CANCL
3125419972,COP,12692,389012,0.28,7/04/23,16,632,ACT-PAID
3968601161,COP,13565,12540,0.28,7/04/23,14,894,ERR-CANCL
3323345857,COP,13386,247326,0.28,7/04/23,14,790,ACT-CASHPICKUP
3930666623,COP,13646,26477,0.28,7/04/23,14,464,ACT-PAID
3939838187,COP,13836,71133,0.28,7/04/23,21,362,ACT-CASHPICKUP
3174665786,COP,13968,243119,0.28,8/04/23,21,769,ERR-CANCL
3222807302,COP,13218,200512,0.28,8/04/23,21,337,ERR-CANCL
3257317819,COP,13951,142975,0.28,10/04/23,21,664,ERR-CANCL
3772705365,COP,13761,111109,0.28,10/04/23,21,430,ACT-PAID
3143719632,COP,14787,260618,0.28,10/04/23,21,334,ACT-2B-PAID
3879816500,COP,14313,48782,0.28,10/04/23,21,672,ACT-CASHPICKUP
3302031420,COP,13375,134854,0.28,10/04/23,21,451,ACT-PAID
3366316222,COP,13454,183396,0.28,10/04/23,14,617,ACT-PAID
3946171626,COP,14526,198319,0.28,11/04/23,14,429,ACT-PAID
3495270998,COP,14592,14921,0.28,11/04/23,14,364,ACT-PAID
3187081049,COP,13105,47985,0.28,11/04/23,21,525,ERR-CANCL
3819480471,COP,14628,226197,0.28,11/04/23,21,386,ERR-CANCL
3061542931,COP,13498,193136,0.28,12/04/23,21,429,ERR-CANCL
3867513093,COP,13828,17611,0.28,12/04/23,21,537,ACT-CASHPICKUP
3202099520,COP,14007,57774,0.28,12/04/23,21,554,ACT-PAID
3225164023,COP,8183,389012,0.28,12/04/23,16,683,ERR-CANCL
3153901982,COP,13107,127803,0.28,12/04/23,21,362,ACT-PAID
3372057469,COP,13038,217338,0.28,12/04/23,21,461,ERR-CANCL
3785259007,COP,14687,175322,0.28,12/04/23,21,393,ACT-2B-PAID
3187392270,COP,14041,37202,0.28,12/04/23,21,677,ACT-2B-PAID
3698666614,COP,14111,93325,0.28,12/04/23,14,316,ERR-CANCL
3817073081,COP,13402,44974,0.28,12/04/23,21,725,ACT-PAID
3143065043,COP,2605,389012,0.28,12/04/23,16,726,ACT-2B-PAID
3399098919,COP,14995,93373,0.28,12/04/23,14,598,ACT-CASHPICKUP
3820510531,COP,13962,15189,0.28,12/04/23,14,551,ACT-2B-PAID
3015624069,COP,12940,389012,0.28,12/04/23,16,717,ACT-PAID
3487356756,COP,13426,4566,0.28,13/04/23,8,367,ACT-CASHPICKUP
3167810622,COP,9605,278183,0.28,13/04/23,16,722,ACT-PAID
3137634661,COP,14173,154447,0.28,13/04/23,21,755,ACT-PAID
3340534128,COP,14003,199730,0.28,13/04/23,8,565,ACT-2B-PAID
3601967059,COP,14012,109062,0.28,13/04/23,8,433,ERR-CANCL
3333785918,COP,13353,210389,0.28,13/04/23,21,635,ERR-CANCL
3250839560,COP,14866,2659,0.28,13/04/23,21,520,ACT-2B-PAID
3444643346,COP,13468,43048,0.28,13/04/23,21,549,ERR-CANCL
3780294088,COP,13213,31986,0.28,13/04/23,21,713,ERR-CANCL
3582066598,COP,13363,2303,0.28,13/04/23,14,897,ACT-CASHPICKUP
3167539636,COP,13268,73174,0.28,14/04/23,21,742,ERR-CANCL
3692582063,COP,14637,174557,0.28,14/04/23,14,312,ACT-CASHPICKUP
3360509136,COP,13616,200348,0.28,15/04/23,14,385,ACT-PAID
3218155032,COP,8500,389012,0.28,15/04/23,16,562,ACT-2B-PAID
3812735354,COP,13486,35192,0.28,15/04/23,14,481,ACT-CASHPICKUP
3478296981,COP,13983,49481,0.28,15/04/23,21,799,ERR-CANCL
3044602908,COP,12806,389012,0.28,15/04/23,16,665,ACT-2B-PAID
3243251666,COP,12555,389012,0.28,15/04/23,16,515,ACT-2B-PAID
3383270103,COP,13114,11905,0.28,15/04/23,14,799,ACT-PAID
3728590620,COP,13036,2033,0.28,15/04/23,14,337,ACT-CASHPICKUP
3970968036,COP,13227,89178,0.28,15/04/23,21,557,ERR-CANCL
3333234742,COP,13847,203397,0.28,15/04/23,14,371,ACT-PAID
3126182085,COP,14918,241580,0.28,15/04/23,21,634,ERR-CANCL
3675307291,COP,14197,78234,0.28,15/04/23,21,405,ERR-CANCL
3754993798,COP,14397,228960,0.28,16/04/23,21,413,ACT-CASHPICKUP
3565102242,COP,14389,205722,0.28,16/04/23,21,334,ERR-CANCL
3331515495,COP,14409,134680,0.28,16/04/23,14,352,ERR-CANCL
3107044694,COP,6269,272531,0.28,16/04/23,8,591,ERR-CANCL
3443743960,COP,13289,223470,0.28,17/04/23,21,616,ACT-CASHPICKUP
3904495429,COP,13426,43625,0.28,17/04/23,8,696,ERR-CANCL
3505782241,COP,14268,32293,0.28,17/04/23,14,586,ERR-CANCL
3686801018,COP,13857,29494,0.28,17/04/23,21,897,ACT-CASHPICKUP
3498735949,COP,13667,16577,0.28,18/04/23,21,844,ERR-CANCL
3372839938,COP,14109,201530,0.28,18/04/23,21,397,ERR-CANCL
3699945411,COP,14083,252258,0.28,18/04/23,21,655,ACT-PAID
3233435920,COP,14654,146600,0.28,18/04/23,14,805,ERR-CANCL
3525944939,COP,14832,16968,0.28,18/04/23,21,820,ERR-CANCL
3145189924,COP,5137,383360,0.28,18/04/23,8,621,ACT-PAID
3745221664,COP,13987,148834,0.28,18/04/23,8,893,ERR-CANCL
3422263959,COP,13643,83544,0.28,18/04/23,21,836,ACT-CASHPICKUP
3922276557,COP,13970,68994,0.28,19/04/23,21,628,ERR-CANCL
3044983587,COP,14724,1945,0.28,19/04/23,14,697,ERR-CANCL
3913984717,COP,14821,161188,0.28,19/04/23,21,712,ERR-CANCL
3763724890,COP,13943,4925,0.28,19/04/23,21,896,ACT-CASHPICKUP
3157763432,COP,13235,117454,0.28,19/04/23,21,839,ERR-CANCL
3260905947,COP,14961,5268,0.28,19/04/23,14,686,ACT-CASHPICKUP
3039636815,COP,14882,198790,0.28,19/04/23,14,490,ERR-CANCL
3145189924,COP,9417,389012,0.28,19/04/23,16,621,ACT-PAID
3942576347,COP,14379,123586,0.28,19/04/23,14,555,ACT-PAID
3104454456,COP,13397,69221,0.28,19/04/23,21,516,ERR-CANCL
3627384121,COP,13776,2949,0.28,19/04/23,8,852,ERR-CANCL
3793720409,COP,14801,243229,0.28,19/04/23,21,357,ERR-CANCL
3808315366,COP,14706,36296,0.28,20/04/23,21,490,ERR-CANCL
3217479646,COP,7678,278183,0.28,20/04/23,16,508,ACT-2B-PAID
3769539435,COP,14886,37592,0.28,20/04/23,21,717,ERR-CANCL
3034086710,COP,14512,50357,0.28,20/04/23,21,505,ACT-CASHPICKUP
3772597451,COP,13871,77177,0.28,20/04/23,14,713,ACT-PAID
3636207120,COP,13575,52939,0.28,20/04/23,14,682,ACT-CASHPICKUP
3769336119,COP,14204,21488,0.28,20/04/23,14,888,ACT-2B-PAID
3371571242,COP,14023,143557,0.28,20/04/23,21,895,ACT-PAID
3148574477,COP,14669,116262,0.28,21/04/23,14,566,ERR-CANCL
3522462598,COP,14280,165243,0.28,21/04/23,14,371,ACT-2B-PAID
3868367891,COP,14511,235733,0.28,21/04/23,14,563,ERR-CANCL
3093977580,COP,13591,66533,0.28,21/04/23,8,696,ACT-PAID
3189250177,COP,14366,153240,0.28,21/04/23,14,698,ERR-CANCL
3463388874,COP,14767,197748,0.28,21/04/23,14,469,ACT-CASHPICKUP
3403611198,COP,13603,184337,0.28,21/04/23,14,760,ERR-CANCL
3095206312,COP,14890,192402,0.28,21/04/23,14,623,ERR-CANCL
3949884183,COP,14049,109847,0.28,21/04/23,21,412,ACT-PAID
3298771242,COP,14374,43094,0.28,21/04/23,21,625,ERR-CANCL
3046235014,COP,13836,121880,0.28,22/04/23,14,686,ERR-CANCL
3064398712,COP,13689,28692,0.28,22/04/23,21,350,ERR-CANCL
3191516540,COP,13485,105863,0.28,23/04/23,14,704,ACT-CASHPICKUP
3752357240,COP,14620,10706,0.28,23/04/23,21,739,ERR-CANCL
3507349855,COP,13291,82219,0.28,23/04/23,21,830,ACT-2B-PAID
3557576647,COP,13063,255633,0.28,23/04/23,21,808,ACT-CASHPICKUP
3023768895,COP,7832,272531,0.28,23/04/23,8,551,ACT-2B-PAID
3412825499,COP,14870,169414,0.28,23/04/23,8,637,ERR-CANCL
3943549842,COP,14082,146282,0.28,23/04/23,21,381,ACT-CASHPICKUP
3917622946,COP,13356,63631,0.28,23/04/23,21,656,ERR-CANCL
3904204109,COP,13817,234775,0.28,23/04/23,21,732,ACT-CASHPICKUP
3223073157,COP,6610,278183,0.28,23/04/23,16,536,ERR-CANCL
3192993450,COP,14728,61226,0.28,24/04/23,21,890,ERR-CANCL
3443315544,COP,13530,233163,0.28,24/04/23,14,805,ERR-CANCL
3503756455,COP,13141,27705,0.28,24/04/23,8,769,ERR-CANCL
3466673345,COP,14878,82899,0.28,24/04/23,21,390,ACT-2B-PAID
3793071205,COP,13673,120780,0.28,24/04/23,8,864,ACT-CASHPICKUP
3110852132,COP,13127,146317,0.28,24/04/23,21,844,ERR-CANCL
3215273983,COP,12391,389012,0.28,24/04/23,16,746,ACT-PAID
3012161624,COP,14743,31554,0.28,24/04/23,21,486,ACT-2B-PAID
3137614819,COP,4819,389012,0.28,24/04/23,16,619,ACT-2B-PAID
3667804150,COP,13390,222998,0.28,24/04/23,21,860,ERR-CANCL
3023682173,COP,1868,289488,0.28,25/04/23,8,568,ACT-2B-PAID
3118112636,COP,9028,389012,0.28,25/04/23,16,665,ACT-2B-PAID
3342712628,COP,13275,134443,0.28,25/04/23,21,361,ACT-PAID
3365535395,COP,13043,224594,0.28,25/04/23,14,681,ACT-CASHPICKUP
3450280189,COP,14279,155134,0.28,25/04/23,21,785,ACT-CASHPICKUP
3752891422,COP,14431,70956,0.28,25/04/23,21,679,ACT-PAID
3355535972,COP,13715,28760,0.28,25/04/23,21,531,ACT-PAID
3795157360,COP,13685,69317,0.28,25/04/23,21,479,ACT-2B-PAID
3138252848,COP,31,200000,0.28,26/04/23,8,877,ERR-CANCL
3712653024,COP,14123,43224,0.28,26/04/23,21,633,ACT-CASHPICKUP
3010250149,COP,14625,107929,0.28,26/04/23,21,350,ERR-CANCL
3207208570,COP,9721,383360,0.28,26/04/23,16,747,ERR-CANCL
3114567506,COP,11579,377707,0.28,26/04/23,8,693,ACT-2B-PAID
3021441737,COP,13813,66396,0.28,26/04/23,21,855,ACT-PAID
3505155076,COP,14367,62318,0.28,26/04/23,21,412,ERR-CANCL
3704629627,COP,13962,104351,0.28,26/04/23,21,425,ERR-CANCL
3925033339,COP,14801,9005,0.28,26/04/23,21,830,ERR-CANCL
3192724110,COP,14051,53797,0.28,26/04/23,14,763,ERR-CANCL
3002940256,COP,3710,389012,0.28,26/04/23,16,657,ACT-PAID
3152937435,COP,4110,389012,0.28,26/04/23,16,553,ACT-PAID
3597912955,COP,14761,215465,0.28,26/04/23,21,816,ACT-PAID
3998187291,COP,14024,226255,0.28,26/04/23,21,586,ERR-CANCL
3181104061,COP,14141,205361,0.28,27/04/23,21,443,ACT-2B-PAID
3669694655,COP,13704,224677,0.28,27/04/23,14,596,ACT-CASHPICKUP
